,申请年,受理局,处理后的IPC主分类号,申请数量
5820,2021,法国,H05K3,1
5821,2021,法国,H05K7,2
5822,2021,波兰,B64C27,1
5823,2021,波兰,B64D41,1
5824,2021,波兰,H02K7,1
5826,2021,澳大利亚,B60L3,1
5827,2021,澳大利亚,B64C11,1
5828,2021,澳大利亚,B64C27,2
5829,2021,澳大利亚,B64C29,3
5830,2021,澳大利亚,B64C39,1
5831,2021,澳大利亚,B64D27,1
5832,2021,澳大利亚,H02J1,1
5833,2021,罗马尼亚,B64C11,1
5834,2021,罗马尼亚,B64C15,1
5835,2021,罗马尼亚,B64C27,1
5836,2021,罗马尼亚,B64D27,1
5838,2021,美国,A62C3,2
5839,2021,美国,B08B17,1
5840,2021,美国,B29C70,1
5841,2021,美国,B60L3,4
5842,2021,美国,B60L50,3
5843,2021,美国,B60L53,14
5844,2021,美国,B60L58,13
5845,2021,美国,B64C1,2
5846,2021,美国,B64C11,4
5847,2021,美国,B64C13,22
5848,2021,美国,B64C17,1
5849,2021,美国,B64C19,1
5850,2021,美国,B64C23,1
5851,2021,美国,B64C25,9
5852,2021,美国,B64C27,6
5853,2021,美国,B64C29,32
5854,2021,美国,B64C3,1
5855,2021,美国,B64C31,1
5856,2021,美国,B64C39,4
5857,2021,美国,B64C9,2
5858,2021,美国,B64D1,3
5859,2021,美国,B64D11,1
5860,2021,美国,B64D13,5
5861,2021,美国,B64D15,1
5862,2021,美国,B64D27,45
5863,2021,美国,B64D31,21
5864,2021,美国,B64D33,8
5865,2021,美国,B64D35,4
5866,2021,美国,B64D37,1
5867,2021,美国,B64D39,1
5868,2021,美国,B64D41,3
5869,2021,美国,B64D43,2
5870,2021,美国,B64D45,9
5871,2021,美国,B64D47,2
5872,2021,美国,B64D9,1
5873,2021,美国,B64F1,6
5874,2021,美国,B64F5,4
5875,2021,美国,B64U20,1
5876,2021,美国,C09J163,1
5877,2021,美国,F01D15,9
5878,2021,美国,F01D25,1
5879,2021,美国,F02C6,8
5880,2021,美国,F02C7,14
5881,2021,美国,F02C9,6
5882,2021,美国,F02K5,2
5883,2021,美国,F03H1,1
5884,2021,美国,F04D15,1
5885,2021,美国,F15B15,2
5886,2021,美国,F15B19,2
5887,2021,美国,F16D65,1
5888,2021,美国,G01C23,1
5889,2021,美国,G01D1,1
5890,2021,美国,G01M17,1
5891,2021,美国,G01N1,1
5892,2021,美国,G01R25,2
5893,2021,美国,G01R31,5
5894,2021,美国,G05B13,1
5895,2021,美国,G05D1,20
5896,2021,美国,G06F1,1
5897,2021,美国,G06F17,4
5898,2021,美国,G06G7,1
5899,2021,美国,G06Q10,3
5900,2021,美国,G07C5,1
5901,2021,美国,G08G5,17
5902,2021,美国,G09B9,8
5903,2021,美国,H01M10,17
5904,2021,美国,H01M50,7
5905,2021,美国,H01M8,6
5906,2021,美国,H01R12,2
5907,2021,美国,H01R13,2
5908,2021,美国,H02G3,1
5909,2021,美国,H02H3,1
5910,2021,美国,H02H7,2
5911,2021,美国,H02J7,9
5912,2021,美国,H02K1,3
5913,2021,美国,H02K16,1
5914,2021,美国,H02K3,7
5915,2021,美国,H02K5,1
5916,2021,美国,H02K7,3
5917,2021,美国,H02K9,5
5918,2021,美国,H02M3,1
5919,2021,美国,H02P1,1
5920,2021,美国,H02P29,1
5921,2021,美国,H02P6,1
5922,2021,美国,H02P7,1
5923,2021,美国,H04L29,1
5924,2021,美国,H05K7,1
5926,2021,英国,B64C25,2
5927,2021,英国,B64D27,2
5928,2021,英国,B64D33,2
5929,2021,英国,B64D45,2
5930,2021,英国,B64D47,1
5931,2021,英国,B64F1,3
5932,2021,英国,F01D15,1
5933,2021,英国,F02C7,12
5934,2021,英国,F02K5,2
5935,2021,英国,G06K9,1
5936,2021,英国,G08G5,3
5937,2021,葡萄牙,B64D41,1
5938,2021,蒙古,B64C29,1
5940,2021,越南,B62D5,1
5941,2021,越南,B64D39,1
5942,2021,韩国,B60C17,1
5943,2021,韩国,B60L53,1
5944,2021,韩国,B64C11,1
5945,2021,韩国,B64C29,3
5946,2021,韩国,B64C3,2
5947,2021,韩国,B64C37,1
5948,2021,韩国,B64C39,2
5949,2021,韩国,B64D1,2
5950,2021,韩国,B64D25,1
5951,2021,韩国,B64D27,12
5952,2021,韩国,B64D33,2
5953,2021,韩国,B64D45,2
5954,2021,韩国,B64F1,2
5955,2021,韩国,B64F5,1
5956,2021,韩国,C08L69,1
5957,2021,韩国,E06B3,1
5958,2021,韩国,G06Q10,1
5959,2021,韩国,G08G5,3
5960,2021,韩国,G09B23,1
5961,2021,韩国,H02K7,2
5962,2021,韩国,H02P1,1
5963,2021,韩国,H02S20,1
5964,2021,韩国,H04B17,1
5966,2022,世界知识产权组织,A01G15,1
5967,2022,世界知识产权组织,B32B27,1
5968,2022,世界知识产权组织,B60C17,2
5969,2022,世界知识产权组织,B60K35,1
5970,2022,世界知识产权组织,B60L53,1
5971,2022,世界知识产权组织,B60L55,1
5972,2022,世界知识产权组织,B60L58,6
5973,2022,世界知识产权组织,B62D5,1
5974,2022,世界知识产权组织,B63H1,1
5975,2022,世界知识产权组织,B64C1,1
5976,2022,世界知识产权组织,B64C11,3
5977,2022,世界知识产权组织,B64C13,5
5978,2022,世界知识产权组织,B64C17,1
5979,2022,世界知识产权组织,B64C23,1
5980,2022,世界知识产权组织,B64C25,3
5981,2022,世界知识产权组织,B64C27,6
5982,2022,世界知识产权组织,B64C29,6
5983,2022,世界知识产权组织,B64C3,1
5984,2022,世界知识产权组织,B64C37,1
5985,2022,世界知识产权组织,B64C39,4
5986,2022,世界知识产权组织,B64D15,1
5987,2022,世界知识产权组织,B64D27,21
5988,2022,世界知识产权组织,B64D33,1
5989,2022,世界知识产权组织,B64D35,3
5990,2022,世界知识产权组织,B64D39,1
5991,2022,世界知识产权组织,B64D45,2
5992,2022,世界知识产权组织,B66D1,1
5993,2022,世界知识产权组织,C08J5,1
5994,2022,世界知识产权组织,E05F15,2
5995,2022,世界知识产权组织,F01D15,3
5996,2022,世界知识产权组织,F01D17,1
5997,2022,世界知识产权组织,F01D5,1
5998,2022,世界知识产权组织,F02C3,2
5999,2022,世界知识产权组织,F02C6,2
6000,2022,世界知识产权组织,F02C7,2
6001,2022,世界知识产权组织,F02K5,1
6002,2022,世界知识产权组织,F03H1,1
6003,2022,世界知识产权组织,F04D19,1
6004,2022,世界知识产权组织,F04D25,1
6005,2022,世界知识产权组织,F42B15,1
6006,2022,世界知识产权组织,G05D1,4
6007,2022,世界知识产权组织,G08B19,1
6008,2022,世界知识产权组织,G08G5,1
6009,2022,世界知识产权组织,G09B9,1
6010,2022,世界知识产权组织,H01F1,1
6011,2022,世界知识产权组织,H01M10,6
6012,2022,世界知识产权组织,H01M50,1
6013,2022,世界知识产权组织,H02G1,1
6014,2022,世界知识产权组织,H02H7,1
6015,2022,世界知识产权组织,H02J1,2
6016,2022,世界知识产权组织,H02J3,1
6017,2022,世界知识产权组织,H02J7,1
6018,2022,世界知识产权组织,H02J9,1
6019,2022,世界知识产权组织,H02K1,5
6020,2022,世界知识产权组织,H02K11,2
6021,2022,世界知识产权组织,H02K15,2
6022,2022,世界知识产权组织,H02K3,2
6023,2022,世界知识产权组织,H02K53,1
6024,2022,世界知识产权组织,H02K7,2
6025,2022,世界知识产权组织,H02M1,1
6026,2022,世界知识产权组织,H02P29,2
6027,2022,世界知识产权组织,H02P5,1
6028,2022,世界知识产权组织,H05K7,1
6029,2022,中国,A62C3,1
6030,2022,中国,A62C37,2
6031,2022,中国,A63G31,1
6032,2022,中国,B01D53,1
6033,2022,中国,B01F31,1
6034,2022,中国,B05B5,1
6035,2022,中国,B08B3,2
6036,2022,中国,B08B7,1
6037,2022,中国,B21D7,2
6038,2022,中国,B23B41,3
6039,2022,中国,B23C3,1
6040,2022,中国,B23D31,1
6041,2022,中国,B23D79,1
6042,2022,中国,B23H1,1
6043,2022,中国,B23K20,3
6044,2022,中国,B23K26,1
6045,2022,中国,B23K37,4
6046,2022,中国,B23P19,4
6047,2022,中国,B23P23,2
6048,2022,中国,B23Q3,5
6049,2022,中国,B24B19,3
6050,2022,中国,B24B29,1
6051,2022,中国,B24B7,1
6052,2022,中国,B24B9,3
6053,2022,中国,B25B11,1
6054,2022,中国,B25B13,1
6055,2022,中国,B25B27,1
6056,2022,中国,B25H1,2
6057,2022,中国,B25H3,1
6058,2022,中国,B26D7,1
6059,2022,中国,B29C35,1
6060,2022,中国,B29C43,2
6061,2022,中国,B29C53,1
6062,2022,中国,B29C70,1
6063,2022,中国,B31B50,1
6064,2022,中国,B32B27,1
6065,2022,中国,B41J2,2
6066,2022,中国,B60B35,2
6067,2022,中国,B60C25,1
6068,2022,中国,B60F5,3
6069,2022,中国,B60L3,2
6070,2022,中国,B60L50,3
6071,2022,中国,B60L53,4
6072,2022,中国,B60L58,2
6073,2022,中国,B60L9,3
6074,2022,中国,B60T15,1
6075,2022,中国,B60T8,2
6076,2022,中国,B61B13,2
6077,2022,中国,B62D5,1
6078,2022,中国,B62D57,2
6079,2022,中国,B63B21,2
6080,2022,中国,B63C11,1
6081,2022,中国,B63C9,2
6082,2022,中国,B63G8,3
6083,2022,中国,B64C1,12
6084,2022,中国,B64C11,9
6085,2022,中国,B64C13,6
6086,2022,中国,B64C17,1
6087,2022,中国,B64C19,3
6088,2022,中国,B64C21,1
6089,2022,中国,B64C23,5
6090,2022,中国,B64C25,21
6091,2022,中国,B64C27,43
6092,2022,中国,B64C29,11
6093,2022,中国,B64C3,14
6094,2022,中国,B64C31,1
6095,2022,中国,B64C33,2
6096,2022,中国,B64C35,2
6097,2022,中国,B64C39,7
6098,2022,中国,B64C9,1
6099,2022,中国,B64D1,3
6100,2022,中国,B64D11,5
6101,2022,中国,B64D13,3
6102,2022,中国,B64D15,9
6103,2022,中国,B64D17,1
6104,2022,中国,B64D27,47
6105,2022,中国,B64D29,1
6106,2022,中国,B64D31,4
6107,2022,中国,B64D33,5
6108,2022,中国,B64D37,2
6109,2022,中国,B64D41,1
6110,2022,中国,B64D43,1
6111,2022,中国,B64D45,3
6112,2022,中国,B64D47,9
6113,2022,中国,B64D5,1
6114,2022,中国,B64D9,2
6115,2022,中国,B64F1,31
6116,2022,中国,B64F3,1
6117,2022,中国,B64F5,31
6118,2022,中国,B64G1,7
6119,2022,中国,B64U10,3
6120,2022,中国,B64U20,1
6121,2022,中国,B64U50,1
6122,2022,中国,B65D25,2
6123,2022,中国,B65G41,1
6124,2022,中国,B65H75,2
6125,2022,中国,B66C1,1
6126,2022,中国,B66C19,1
6127,2022,中国,B66C23,3
6128,2022,中国,B66F11,1
6129,2022,中国,B66F3,2
6130,2022,中国,C04B35,2
6131,2022,中国,C08F220,1
6132,2022,中国,C08J5,1
6133,2022,中国,C08L79,1
6134,2022,中国,C09D127,1
6135,2022,中国,C09D145,2
6136,2022,中国,C09D163,1
6137,2022,中国,C09G1,1
6138,2022,中国,C10L1,1
6139,2022,中国,C21D1,1
6140,2022,中国,C21D8,1
6141,2022,中国,C22C33,2
6142,2022,中国,C23C24,2
6143,2022,中国,E05F11,1
6144,2022,中国,E05F15,1
6145,2022,中国,F01D15,2
6146,2022,中国,F01D17,2
6147,2022,中国,F01D5,1
6148,2022,中国,F02C1,1
6149,2022,中国,F02C3,4
6150,2022,中国,F02C6,1
6151,2022,中国,F02C7,5
6152,2022,中国,F02K1,2
6153,2022,中国,F02K5,1
6154,2022,中国,F02K7,2
6155,2022,中国,F02K9,1
6156,2022,中国,F03D9,2
6157,2022,中国,F03H1,3
6158,2022,中国,F04B39,1
6159,2022,中国,F04C2,1
6160,2022,中国,F04D25,2
6161,2022,中国,F15B1,2
6162,2022,中国,F15B11,3
6163,2022,中国,F15B13,1
6164,2022,中国,F15B21,1
6165,2022,中国,F16H35,1
6166,2022,中国,F16H47,1
6167,2022,中国,F16H57,1
6168,2022,中国,F16K11,1
6169,2022,中国,F16K49,1
6170,2022,中国,F16M11,1
6171,2022,中国,F16M13,2
6172,2022,中国,F21S41,1
6173,2022,中国,F21V29,1
6174,2022,中国,F23R3,1
6175,2022,中国,F24F7,3
6176,2022,中国,F25C3,2
6177,2022,中国,F27D5,1
6178,2022,中国,F41A19,1
6179,2022,中国,F41A29,1
6180,2022,中国,F41B6,1
6181,2022,中国,F41H13,1
6182,2022,中国,F42B15,1
6183,2022,中国,G01B11,2
6184,2022,中国,G01B5,1
6185,2022,中国,G01B7,2
6186,2022,中国,G01C19,1
6187,2022,中国,G01C21,2
6188,2022,中国,G01D21,3
6189,2022,中国,G01D5,1
6190,2022,中国,G01H17,3
6191,2022,中国,G01L5,1
6192,2022,中国,G01M10,1
6193,2022,中国,G01M13,6
6194,2022,中国,G01M15,4
6195,2022,中国,G01M3,1
6196,2022,中国,G01M7,5
6197,2022,中国,G01M9,3
6198,2022,中国,G01M99,6
6199,2022,中国,G01N19,1
6200,2022,中国,G01N21,2
6201,2022,中国,G01N29,1
6202,2022,中国,G01N3,1
6203,2022,中国,G01N33,2
6204,2022,中国,G01N9,1
6205,2022,中国,G01P5,1
6206,2022,中国,G01R1,1
6207,2022,中国,G01R21,1
6208,2022,中国,G01R29,1
6209,2022,中国,G01R31,9
6210,2022,中国,G01V11,1
6211,2022,中国,G01V3,1
6212,2022,中国,G01W1,1
6213,2022,中国,G02B27,1
6214,2022,中国,G05B13,2
6215,2022,中国,G05B19,7
6216,2022,中国,G05B23,2
6217,2022,中国,G05D1,20
6218,2022,中国,G05D23,2
6219,2022,中国,G05G1,1
6220,2022,中国,G06F30,23
6221,2022,中国,G06K9,2
6222,2022,中国,G06Q10,4
6223,2022,中国,G06T17,2
6224,2022,中国,G06T5,1
6225,2022,中国,G08G5,1
6226,2022,中国,G09B25,1
6227,2022,中国,G09B9,5
6228,2022,中国,G09G3,1
6229,2022,中国,G21D1,1
6230,2022,中国,H01F1,1
6231,2022,中国,H01H35,1
6232,2022,中国,H01H51,1
6233,2022,中国,H01L23,1
6234,2022,中国,H01M10,6
6235,2022,中国,H01M50,5
6236,2022,中国,H01M8,8
6237,2022,中国,H01R13,7
6238,2022,中国,H01R39,1
6239,2022,中国,H02B1,1
6240,2022,中国,H02G1,2
6241,2022,中国,H02G3,1
6242,2022,中国,H02H3,2
6243,2022,中国,H02H7,1
6244,2022,中国,H02J1,4
6245,2022,中国,H02J13,2
6246,2022,中国,H02J3,8
6247,2022,中国,H02J4,1
6248,2022,中国,H02J50,1
6249,2022,中国,H02J7,5
6250,2022,中国,H02J9,2
6251,2022,中国,H02K1,2
6252,2022,中国,H02K11,1
6253,2022,中国,H02K13,1
6254,2022,中国,H02K3,1
6255,2022,中国,H02K5,2
6256,2022,中国,H02K55,1
6257,2022,中国,H02K7,2
6258,2022,中国,H02M1,2
6259,2022,中国,H02M7,2
6260,2022,中国,H02N2,4
6261,2022,中国,H02P21,4
6262,2022,中国,H02P23,1
6263,2022,中国,H02P29,3
6264,2022,中国,H03H1,1
6265,2022,中国,H04N5,1
6266,2022,中国,H05B3,2
6267,2022,中国,H05B7,2
6268,2022,中国,H05K7,5
6269,2022,中国台湾,A01K93,1
6270,2022,中国香港,A62C3,2
6271,2022,中国香港,B60H1,1
6272,2022,中国香港,H01M8,1
6273,2022,丹麦,B64U50,1
6274,2022,乌克兰,B64C25,1
6275,2022,以色列,B64C,1
6276,2022,以色列,B64C29,1
6278,2022,俄罗斯,A62C3,1
6279,2022,俄罗斯,B60J1,1
6280,2022,俄罗斯,B60K7,1
6281,2022,俄罗斯,B60P3,1
6282,2022,俄罗斯,B61B1,1
6283,2022,俄罗斯,B62D5,1
6284,2022,俄罗斯,B64C1,2
6285,2022,俄罗斯,B64C11,1
6286,2022,俄罗斯,B64C19,2
6287,2022,俄罗斯,B64C27,4
6288,2022,俄罗斯,B64C31,2
6289,2022,俄罗斯,B64C39,1
6290,2022,俄罗斯,B64D1,1
6291,2022,俄罗斯,B64D15,1
6292,2022,俄罗斯,B64D23,1
6293,2022,俄罗斯,B64D3,1
6294,2022,俄罗斯,B64D31,1
6295,2022,俄罗斯,B64D33,1
6296,2022,俄罗斯,B64D45,2
6297,2022,俄罗斯,B64F1,4
6298,2022,俄罗斯,B64F3,1
6299,2022,俄罗斯,B64F5,2
6300,2022,俄罗斯,B64U10,3
6301,2022,俄罗斯,C01B32,1
6302,2022,俄罗斯,C22C21,1
6303,2022,俄罗斯,F02C7,1
6304,2022,俄罗斯,F02K9,1
6305,2022,俄罗斯,F03G3,1
6306,2022,俄罗斯,F04B1,1
6307,2022,俄罗斯,F04B23,1
6308,2022,俄罗斯,F04D3,1
6309,2022,俄罗斯,G01L11,1
6310,2022,俄罗斯,G01L5,1
6311,2022,俄罗斯,G01M15,1
6312,2022,俄罗斯,G01M9,2
6313,2022,俄罗斯,G01S13,1
6314,2022,俄罗斯,G08G5,1
6315,2022,俄罗斯,G09G1,1
6316,2022,俄罗斯,G21F9,1
6317,2022,俄罗斯,H01L35,1
6318,2022,俄罗斯,H02G1,1
6319,2022,俄罗斯,H02G7,1
6320,2022,俄罗斯,H02K19,3
6321,2022,俄罗斯,H02K5,1
6322,2022,俄罗斯,H02P29,1
6323,2022,俄罗斯,H02P9,1
6324,2022,保加利亚,H02H3,1
6325,2022,克罗地亚,B64U10,1
6326,2022,加拿大,A01G15,1
6327,2022,加拿大,B60L58,1
6328,2022,加拿大,B64C1,1
6329,2022,加拿大,B64C11,1
6330,2022,加拿大,B64C13,1
6331,2022,加拿大,B64C25,1
6332,2022,加拿大,B64C29,1
6333,2022,加拿大,B64C3,1
6334,2022,加拿大,B64C39,1
6335,2022,加拿大,B64D27,3
6336,2022,加拿大,B64D31,2
6337,2022,加拿大,B64D33,2
6338,2022,加拿大,B64D37,1
6339,2022,加拿大,B64D41,1
6340,2022,加拿大,F01D15,1
6341,2022,加拿大,F02C7,2
6342,2022,加拿大,F02K1,1
6343,2022,加拿大,F04D25,1
6344,2022,加拿大,G08B19,1
6345,2022,南非,B64C,5
6346,2022,南非,H02K,1
6347,2022,南非,H04W,2
6348,2022,印度,B29C70,1
6349,2022,印度,B60L8,1
6350,2022,印度,B64C25,1
6351,2022,印度,B64C29,3
6352,2022,印度,B64C3,1
6353,2022,印度,B64D27,2
6354,2022,印度,B64D41,2
6355,2022,印度,G05D1,1
6356,2022,印度,H02P1,1
6358,2022,哈萨克斯坦,B64C11,1
6359,2022,哈萨克斯坦,H02K53,1
6360,2022,哈萨克斯坦,H02N11,1
6361,2022,土耳其,B60L53,1
6362,2022,土耳其,F01C1,1
6363,2022,墨西哥,H01M8,1
6364,2022,墨西哥,H02K5,1
6365,2022,墨西哥,H02P1,1
6366,2022,巴西,B64C1,1
6367,2022,巴西,B64C13,2
6368,2022,巴西,B64C27,1
6369,2022,巴西,B64C29,1
6370,2022,巴西,B64C39,1
6371,2022,巴西,B64D27,3
6372,2022,巴西,C01B3,1
6373,2022,巴西,C10L1,1
6374,2022,巴西,F02C9,1
6375,2022,巴西,H02K1,1
6376,2022,巴西,H02M1,1
6377,2022,德国,B60L50,2
6378,2022,德国,B64C11,1
6379,2022,德国,B64C13,1
6380,2022,德国,B64C39,1
6381,2022,德国,B64D27,3
6382,2022,德国,B64F1,1
6383,2022,德国,F02C7,2
6384,2022,德国,F04B49,1
6385,2022,德国,H02K1,3
6386,2022,德国,H02K5,1
6387,2022,德国,H02M1,4
6389,2022,斯洛文尼亚,B64C29,2
6390,2022,新加坡,B64C1,1
6391,2022,新加坡,B64C23,1
6392,2022,新加坡,B64C29,1
6393,2022,新西兰,B64C29,1
6395,2022,日本,A01C11,1
6396,2022,日本,A01D41,2
6397,2022,日本,A01G15,1
6398,2022,日本,B60K1,1
6399,2022,日本,B62D5,1
6400,2022,日本,B63B1,1
6401,2022,日本,B64C25,1
6402,2022,日本,B64C27,2
6403,2022,日本,B64C29,1
6404,2022,日本,B64C39,1
6405,2022,日本,B64D13,1
6406,2022,日本,B64D27,15
6407,2022,日本,B64D33,1
6408,2022,日本,B64D47,2
6409,2022,日本,B64D5,1
6410,2022,日本,B64F1,1
6411,2022,日本,B64G1,1
6412,2022,日本,C08L79,1
6413,2022,日本,G01N25,1
6414,2022,日本,G01R31,2
6415,2022,日本,G08G5,2
6416,2022,日本,H01F1,2
6417,2022,日本,H01G4,1
6418,2022,日本,H01M12,1
6419,2022,日本,H02G1,1
6420,2022,日本,H02J50,1
6421,2022,日本,H02M7,1
6422,2022,日本,H02P21,1
6423,2022,日本,H02P29,1
6424,2022,智利,F03H1,2
6425,2022,欧洲专利局,A01G15,1
6426,2022,欧洲专利局,A62B7,1
6427,2022,欧洲专利局,B60K6,1
6428,2022,欧洲专利局,B60L3,1
6429,2022,欧洲专利局,B60L53,1
6430,2022,欧洲专利局,B60L58,2
6431,2022,欧洲专利局,B62D5,1
6432,2022,欧洲专利局,B64C11,2
6433,2022,欧洲专利局,B64C13,4
6434,2022,欧洲专利局,B64C23,2
6435,2022,欧洲专利局,B64C25,1
6436,2022,欧洲专利局,B64C27,1
6437,2022,欧洲专利局,B64C29,4
6438,2022,欧洲专利局,B64C39,1
6439,2022,欧洲专利局,B64C9,1
6440,2022,欧洲专利局,B64D11,2
6441,2022,欧洲专利局,B64D13,2
6442,2022,欧洲专利局,B64D15,3
6443,2022,欧洲专利局,B64D25,1
6444,2022,欧洲专利局,B64D27,26
6445,2022,欧洲专利局,B64D35,5
6446,2022,欧洲专利局,B64D41,1
6447,2022,欧洲专利局,B64D47,1
6448,2022,欧洲专利局,B64F1,1
6449,2022,欧洲专利局,B64U50,1
6450,2022,欧洲专利局,F01D15,2
6451,2022,欧洲专利局,F01D25,1
6452,2022,欧洲专利局,F02C3,3
6453,2022,欧洲专利局,F02C7,16
6454,2022,欧洲专利局,F02C9,2
6455,2022,欧洲专利局,F02K1,1
6456,2022,欧洲专利局,F02K3,2
6457,2022,欧洲专利局,F02K5,7
6458,2022,欧洲专利局,G01K7,1
6459,2022,欧洲专利局,G01R31,1
6460,2022,欧洲专利局,G08G5,4
6461,2022,欧洲专利局,H01F1,2
6462,2022,欧洲专利局,H01F6,1
6463,2022,欧洲专利局,H01H39,1
6464,2022,欧洲专利局,H01L23,1
6465,2022,欧洲专利局,H01M10,2
6466,2022,欧洲专利局,H02H3,2
6467,2022,欧洲专利局,H02H7,1
6468,2022,欧洲专利局,H02J1,3
6469,2022,欧洲专利局,H02J3,1
6470,2022,欧洲专利局,H02K1,3
6471,2022,欧洲专利局,H02K3,3
6472,2022,欧洲专利局,H02K7,3
6473,2022,欧洲专利局,H02K9,2
6474,2022,欧洲专利局,H02M1,1
6475,2022,欧洲专利局,H02P29,1
6476,2022,欧洲专利局,H03K17,1
6477,2022,比利时,B64D41,1
6478,2022,比利时,H01M10,1
6479,2022,法国,B60K6,1
6480,2022,法国,B60L1,1
6481,2022,法国,B60L53,1
6482,2022,法国,B64C11,1
6483,2022,法国,B64C25,4
6484,2022,法国,B64C27,1
6485,2022,法国,B64C3,1
6486,2022,法国,B64C31,1
6487,2022,法国,B64D27,11
6488,2022,法国,B64D29,1
6489,2022,法国,B64D31,1
6490,2022,法国,B64D33,2
6491,2022,法国,B64D35,2
6492,2022,法国,B64D37,2
6493,2022,法国,B64D45,1
6494,2022,法国,B64D47,1
6495,2022,法国,F01D15,6
6496,2022,法国,F01D17,1
6497,2022,法国,F01D25,1
6498,2022,法国,F02C1,1
6499,2022,法国,F02C3,1
6500,2022,法国,F02C7,2
6501,2022,法国,F16K31,1
6502,2022,法国,G01R31,3
6503,2022,法国,H01M10,1
6504,2022,法国,H01T13,1
6505,2022,法国,H02H3,1
6506,2022,法国,H02H7,1
6507,2022,法国,H02K11,1
6508,2022,法国,H02K19,1
6509,2022,法国,H02K9,2
6510,2022,法国,H02M3,2
6511,2022,法国,H02P4,1
6512,2022,波兰,B64C11,1
6513,2022,波兰,B64C17,1
6514,2022,波兰,B64F1,2
6517,2022,澳大利亚,B64C29,2
6518,2022,澳大利亚,B64C39,1
6519,2022,澳大利亚,H02K1,1
6520,2022,瑞士,B64C27,1
6521,2022,罗马尼亚,B29C64,1
6522,2022,罗马尼亚,B64C13,1
6524,2022,美国,A61L2,1
6525,2022,美国,A62C3,1
6526,2022,美国,B60H1,1
6527,2022,美国,B60L3,8
6528,2022,美国,B60L50,1
6529,2022,美国,B60L53,14
6530,2022,美国,B60L58,15
6531,2022,美国,B64B1,1
6532,2022,美国,B64C1,5
6533,2022,美国,B64C13,10
6534,2022,美国,B64C19,4
6535,2022,美国,B64C23,1
6536,2022,美国,B64C25,5
6537,2022,美国,B64C27,8
6538,2022,美国,B64C29,17
6539,2022,美国,B64C39,4
6540,2022,美国,B64C9,1
6541,2022,美国,B64D1,1
6542,2022,美国,B64D13,6
6543,2022,美国,B64D25,2
6544,2022,美国,B64D27,61
6545,2022,美国,B64D31,13
6546,2022,美国,B64D33,8
6547,2022,美国,B64D35,9
6548,2022,美国,B64D37,4
6549,2022,美国,B64D41,3
6550,2022,美国,B64D43,4
6551,2022,美国,B64D45,15
6552,2022,美国,B64D47,2
6553,2022,美国,B64F1,4
6554,2022,美国,B64F5,2
6555,2022,美国,B64U30,1
6556,2022,美国,B64U50,2
6557,2022,美国,E01F3,1
6558,2022,美国,F01D15,9
6559,2022,美国,F02C3,1
6560,2022,美国,F02C6,10
6561,2022,美国,F02C7,7
6562,2022,美国,F02C9,5
6563,2022,美国,F02D41,1
6564,2022,美国,F02K1,1
6565,2022,美国,F02K3,5
6566,2022,美国,F02K5,1
6567,2022,美国,F02K7,1
6568,2022,美国,F04D25,3
6569,2022,美国,F21S45,1
6570,2022,美国,F21V29,2
6571,2022,美国,G01C23,1
6572,2022,美国,G01K15,1
6573,2022,美国,G01K3,1
6574,2022,美国,G01R31,2
6575,2022,美国,G05D1,17
6576,2022,美国,G06F1,2
6577,2022,美国,G06F17,2
6578,2022,美国,G07C5,8
6579,2022,美国,G08B21,1
6580,2022,美国,G08G5,24
6581,2022,美国,G09B9,2
6582,2022,美国,H01F1,2
6583,2022,美国,H01M10,15
6584,2022,美国,H01M50,16
6585,2022,美国,H01R13,1
6586,2022,美国,H02G13,1
6587,2022,美国,H02H9,1
6588,2022,美国,H02J3,3
6589,2022,美国,H02J4,1
6590,2022,美国,H02J50,3
6591,2022,美国,H02J7,12
6592,2022,美国,H02J9,1
6593,2022,美国,H02K1,5
6594,2022,美国,H02K11,1
6595,2022,美国,H02K13,1
6596,2022,美国,H02K15,1
6597,2022,美国,H02K16,2
6598,2022,美国,H02K24,1
6599,2022,美国,H02K5,2
6600,2022,美国,H02K53,1
6601,2022,美国,H02K9,2
6602,2022,美国,H02P5,1
6603,2022,美国,H02P6,2
6604,2022,美国,H02P7,1
6605,2022,美国,H02P9,1
6607,2022,英国,B60P3,1
6608,2022,英国,B64C1,1
6609,2022,英国,B64C25,2
6610,2022,英国,B64D27,2
6611,2022,英国,B64D33,1
6612,2022,英国,F02C7,5
6613,2022,英国,H01B12,2
6614,2022,英国,H02H3,1
6615,2022,英国,H02K9,2
6616,2022,英国,H04B7,1
6617,2022,西班牙,B64C99,2
6618,2022,越南,F02P3,1
6619,2022,韩国,B32B27,1
6620,2022,韩国,B60L58,1
6621,2022,韩国,B62D11,1
6622,2022,韩国,B62D5,1
6623,2022,韩国,B64C1,1
6624,2022,韩国,B64C11,1
6625,2022,韩国,B64C13,2
6626,2022,韩国,B64C25,1
6627,2022,韩国,B64C29,1
6628,2022,韩国,B64D31,2
6629,2022,韩国,B64D33,1
6630,2022,韩国,B64D35,1
