,申请年,受理局,处理后的IPC主分类号,申请数量
3350,2018,中国,H01H3,1
3351,2018,中国,H01H7,1
3352,2018,中国,H01L31,3
3353,2018,中国,H01M10,1
3354,2018,中国,H01M2,2
3355,2018,中国,H01M50,1
3356,2018,中国,H01R13,1
3357,2018,中国,H01R31,1
3358,2018,中国,H01R4,1
3359,2018,中国,H01R43,4
3360,2018,中国,H02B3,1
3361,2018,中国,H02G1,2
3362,2018,中国,H02G13,1
3363,2018,中国,H02G7,1
3364,2018,中国,H02H3,4
3365,2018,中国,H02H7,10
3366,2018,中国,H02H9,1
3367,2018,中国,H02J1,4
3368,2018,中国,H02J3,8
3369,2018,中国,H02J50,4
3370,2018,中国,H02J7,14
3371,2018,中国,H02J9,4
3372,2018,中国,H02K1,1
3373,2018,中国,H02K11,2
3374,2018,中国,H02K15,3
3375,2018,中国,H02K19,1
3376,2018,中国,H02K49,1
3377,2018,中国,H02K5,3
3378,2018,中国,H02K53,1
3379,2018,中国,H02K7,4
3380,2018,中国,H02M1,2
3381,2018,中国,H02M7,4
3382,2018,中国,H02N2,1
3383,2018,中国,H02P21,2
3384,2018,中国,H02P6,2
3385,2018,中国,H02P9,3
3386,2018,中国,H04B17,1
3387,2018,中国,H04B3,1
3388,2018,中国,H04B7,11
3389,2018,中国,H04N5,3
3390,2018,中国,H04N7,2
3391,2018,中国,H04Q1,2
3392,2018,中国,H05B3,2
3393,2018,中国,H05B37,1
3394,2018,中国,H05K3,1
3395,2018,中国,H05K5,3
3396,2018,中国台湾,B64D27,1
3397,2018,中国台湾,H02J7,1
3398,2018,中国台湾,H02S50,1
3399,2018,中国香港,B64C,1
3400,2018,丹麦,B60L50,1
3401,2018,乌克兰,B64B1,1
3402,2018,乌克兰,B64C1,2
3403,2018,乌克兰,B64C39,1
3404,2018,乌克兰,B64F1,2
3405,2018,乌克兰,B64G1,1
3406,2018,乌克兰,H01F30,1
3407,2018,乌克兰,H03K17,1
3408,2018,亚美尼亚,B64C29,1
3409,2018,以色列,B64C29,5
3410,2018,以色列,B64C9,5
3411,2018,以色列,F01D1,1
3414,2018,俄罗斯,A01M9,1
3415,2018,俄罗斯,A62B99,1
3416,2018,俄罗斯,B60F3,1
3417,2018,俄罗斯,B60F5,1
3418,2018,俄罗斯,B64B1,2
3419,2018,俄罗斯,B64C13,1
3420,2018,俄罗斯,B64C15,2
3421,2018,俄罗斯,B64C23,1
3422,2018,俄罗斯,B64C27,10
3423,2018,俄罗斯,B64C29,6
3424,2018,俄罗斯,B64C39,1
3425,2018,俄罗斯,B64D1,1
3426,2018,俄罗斯,B64D13,2
3427,2018,俄罗斯,B64D25,1
3428,2018,俄罗斯,B64D27,2
3429,2018,俄罗斯,B64D31,2
3430,2018,俄罗斯,B64D35,1
3431,2018,俄罗斯,B64D37,1
3432,2018,俄罗斯,B64D47,2
3433,2018,俄罗斯,B64F1,5
3434,2018,俄罗斯,B64F5,1
3435,2018,俄罗斯,C01B21,1
3436,2018,俄罗斯,C23C14,4
3437,2018,俄罗斯,C25F5,1
3438,2018,俄罗斯,F01D1,1
3439,2018,俄罗斯,F01D11,1
3440,2018,俄罗斯,F02C1,1
3441,2018,俄罗斯,F02C7,3
3442,2018,俄罗斯,F02K7,3
3443,2018,俄罗斯,F02K9,1
3444,2018,俄罗斯,F03D1,1
3445,2018,俄罗斯,F03D7,1
3446,2018,俄罗斯,F03D9,1
3447,2018,俄罗斯,F03H1,3
3448,2018,俄罗斯,F03H99,1
3449,2018,俄罗斯,F23Q23,1
3450,2018,俄罗斯,F41G1,2
3451,2018,俄罗斯,F42B15,5
3452,2018,俄罗斯,F42B25,2
3453,2018,俄罗斯,F42D1,1
3454,2018,俄罗斯,G01D9,1
3455,2018,俄罗斯,G01L11,1
3456,2018,俄罗斯,G01M9,1
3457,2018,俄罗斯,G01N25,1
3458,2018,俄罗斯,G01R31,1
3459,2018,俄罗斯,G01S5,1
3460,2018,俄罗斯,G02F1,1
3461,2018,俄罗斯,G06F13,1
3462,2018,俄罗斯,G09B9,1
3463,2018,俄罗斯,H01B7,1
3464,2018,俄罗斯,H01L21,2
3465,2018,俄罗斯,H01Q1,2
3466,2018,俄罗斯,H02G7,2
3467,2018,俄罗斯,H02P9,1
3468,2018,俄罗斯,H05H1,1
3469,2018,保加利亚,B64C3,1
3470,2018,加拿大,B64C11,1
3471,2018,加拿大,B64C13,1
3472,2018,加拿大,B64C25,2
3473,2018,加拿大,B64C27,6
3474,2018,加拿大,B64C29,2
3475,2018,加拿大,B64C39,1
3476,2018,加拿大,B64D15,1
3477,2018,加拿大,B64D27,27
3478,2018,加拿大,B64D31,3
3479,2018,加拿大,B64D33,9
3480,2018,加拿大,B64D47,1
3481,2018,加拿大,B64F5,4
3482,2018,加拿大,F01D1,1
3483,2018,加拿大,F01D15,1
3484,2018,加拿大,F02C7,2
3485,2018,加拿大,F02M25,1
3486,2018,加拿大,G08G5,1
3487,2018,加拿大,H02J3,1
3488,2018,加拿大,H02J4,1
3489,2018,加拿大,H02K16,1
3490,2018,加拿大,H04B3,1
3491,2018,加拿大,H05K7,1
3492,2018,印度,B60L11,1
3493,2018,印度,B63H3,1
3494,2018,印度,B64C,1
3495,2018,印度,B64C27,1
3496,2018,印度,B64C29,1
3497,2018,印度,B64C3,1
3498,2018,印度,B64D31,1
3499,2018,印度,F02C6,1
3500,2018,印度,F16D65,1
3501,2018,印度,F16K,1
3502,2018,印度,H01L29,1
3504,2018,哈萨克斯坦,B64C39,1
3506,2018,墨西哥,B64C27,1
3507,2018,墨西哥,B64D1,1
3508,2018,奥地利,A01C15,1
3509,2018,奥地利,B60L50,1
3510,2018,奥地利,B64C11,2
3511,2018,奥地利,B64C13,1
3512,2018,奥地利,B64C25,3
3513,2018,奥地利,B64C27,2
3514,2018,奥地利,B64C29,3
3515,2018,奥地利,B64C3,3
3516,2018,奥地利,B64D11,2
3517,2018,奥地利,B64D15,1
3518,2018,奥地利,B64D27,13
3519,2018,奥地利,B64D35,1
3520,2018,奥地利,B64D41,1
3521,2018,奥地利,B64D45,1
3522,2018,奥地利,B64F5,1
3523,2018,奥地利,F01D15,1
3524,2018,奥地利,F01D25,1
3525,2018,奥地利,G01R31,1
3526,2018,奥地利,H02J4,1
3527,2018,奥地利,H04L12,2
3528,2018,巴西,B60L7,2
3529,2018,巴西,B60T8,1
3530,2018,巴西,B60W20,1
3531,2018,巴西,B62D21,1
3532,2018,巴西,B64C11,3
3533,2018,巴西,B64C13,3
3534,2018,巴西,B64C29,3
3535,2018,巴西,B64C39,1
3536,2018,巴西,B64D27,3
3537,2018,巴西,F01D1,1
3538,2018,巴西,G08B5,1
3539,2018,巴西,G09B9,2
3540,2018,巴西,H02J7,1
3541,2018,巴西,H02M3,1
3542,2018,巴西,H02P101,1
3543,2018,德国,B23P17,1
3544,2018,德国,B60L50,2
3545,2018,德国,B60L58,1
3546,2018,德国,B64B1,2
3547,2018,德国,B64C11,4
3548,2018,德国,B64C13,1
3549,2018,德国,B64C17,1
3550,2018,德国,B64C25,1
3551,2018,德国,B64C27,3
3552,2018,德国,B64C29,1
3553,2018,德国,B64C39,2
3554,2018,德国,B64D11,1
3555,2018,德国,B64D15,1
3556,2018,德国,B64D27,19
3557,2018,德国,B64D33,1
3558,2018,德国,B64D35,1
3559,2018,德国,B64D45,1
3560,2018,德国,B64F1,1
3561,2018,德国,B64F5,2
3562,2018,德国,F01D15,1
3563,2018,德国,F02B53,1
3564,2018,德国,F02C6,1
3565,2018,德国,F04B49,1
3566,2018,德国,G01R31,1
3567,2018,德国,G06Q10,1
3568,2018,德国,H01F1,1
3569,2018,德国,H01F6,1
3570,2018,德国,H01R12,1
3571,2018,德国,H02K1,4
3572,2018,德国,H02K16,2
3573,2018,德国,H02K21,1
3574,2018,德国,H02K3,5
3575,2018,德国,H02K5,2
3576,2018,德国,H02K7,1
3577,2018,德国,H02K9,1
3578,2018,德国,H02M1,1
3579,2018,德国,H02M7,1
3581,2018,意大利,B64D,1
3582,2018,摩尔多瓦,B64C29,2
3583,2018,摩洛哥,B60P1,2
3584,2018,斯洛伐克,B64C29,1
3585,2018,斯洛文尼亚,B64C29,1
3587,2018,新加坡,B64C29,4
3588,2018,新加坡,F01D1,1
3589,2018,新加坡,G08G5,2
3590,2018,新加坡,H02J3,2
3591,2018,新西兰,B64C11,2
3592,2018,新西兰,B64C19,1
3593,2018,新西兰,B64C27,3
3594,2018,新西兰,B64C3,4
3595,2018,新西兰,B64C9,2
3596,2018,日本,B64C13,2
3597,2018,日本,B64C17,1
3598,2018,日本,B64C21,2
3599,2018,日本,B64C25,2
3600,2018,日本,B64C27,15
3601,2018,日本,B64D27,34
3602,2018,日本,B64D31,1
3603,2018,日本,B64D45,2
3604,2018,日本,B64D47,3
3605,2018,日本,B64D5,1
3606,2018,日本,B66D1,1
3607,2018,日本,C23C22,2
3608,2018,日本,E04H6,2
3609,2018,日本,F01D1,1
3610,2018,日本,F01D15,1
3611,2018,日本,F02C6,2
3612,2018,日本,F02C7,7
3613,2018,日本,F02C9,2
3614,2018,日本,F02K3,2
3615,2018,日本,F15B21,1
3616,2018,日本,G01S7,1
3617,2018,日本,G08G5,1
3618,2018,日本,H02J1,1
3619,2018,日本,H02J7,1
3620,2018,日本,H02K15,1
3621,2018,日本,H02K99,1
3622,2018,日本,H05B47,2
3623,2018,欧亚专利局,B64G1,1
3624,2018,欧亚专利局,H05F7,2
3625,2018,欧洲专利局,A01C15,2
3626,2018,欧洲专利局,A47C31,1
3627,2018,欧洲专利局,B60L50,1
3628,2018,欧洲专利局,B60L58,1
3629,2018,欧洲专利局,B60T8,2
3630,2018,欧洲专利局,B64C1,1
3631,2018,欧洲专利局,B64C11,5
3632,2018,欧洲专利局,B64C13,6
3633,2018,欧洲专利局,B64C17,1
3634,2018,欧洲专利局,B64C21,2
3635,2018,欧洲专利局,B64C25,8
3636,2018,欧洲专利局,B64C27,11
3637,2018,欧洲专利局,B64C29,15
3638,2018,欧洲专利局,B64C3,2
3639,2018,欧洲专利局,B64C39,4
3640,2018,欧洲专利局,B64D11,3
3641,2018,欧洲专利局,B64D15,3
3642,2018,欧洲专利局,B64D27,46
3643,2018,欧洲专利局,B64D31,2
3644,2018,欧洲专利局,B64D35,2
3645,2018,欧洲专利局,B64D41,2
3646,2018,欧洲专利局,B64D45,2
3647,2018,欧洲专利局,B64F5,2
3648,2018,欧洲专利局,F01D1,1
3649,2018,欧洲专利局,F01D15,4
3650,2018,欧洲专利局,F01D25,2
3651,2018,欧洲专利局,F02C6,2
3652,2018,欧洲专利局,F02C7,11
3653,2018,欧洲专利局,F04C2,2
3654,2018,欧洲专利局,G01R31,3
3655,2018,欧洲专利局,G08G5,2
3656,2018,欧洲专利局,H01B7,1
3657,2018,欧洲专利局,H02G13,2
3658,2018,欧洲专利局,H02J1,1
3659,2018,欧洲专利局,H02J3,1
3660,2018,欧洲专利局,H02J4,4
3661,2018,欧洲专利局,H02J5,2
3662,2018,欧洲专利局,H02J7,2
3663,2018,欧洲专利局,H02K1,1
3664,2018,欧洲专利局,H02K15,1
3665,2018,欧洲专利局,H02K5,2
3666,2018,欧洲专利局,H02K53,1
3667,2018,欧洲专利局,H04L12,5
3668,2018,比利时,F01D15,4
3669,2018,比利时,F01D25,2
3670,2018,比利时,F15B13,2
3671,2018,沙特阿拉伯,B64F001,1
3672,2018,法国,A63H27,1
3673,2018,法国,B60H1,2
3674,2018,法国,B60R16,1
3675,2018,法国,B60T17,1
3676,2018,法国,B60W20,2
3677,2018,法国,B64C13,3
3678,2018,法国,B64C21,1
3679,2018,法国,B64C25,12
3680,2018,法国,B64C27,2
3681,2018,法国,B64D13,3
3682,2018,法国,B64D27,16
3683,2018,法国,B64D33,2
3684,2018,法国,B64D37,4
3685,2018,法国,B64D41,2
3686,2018,法国,B64D47,3
3687,2018,法国,F01D15,11
3688,2018,法国,F02C7,2
3689,2018,法国,F02K3,4
3690,2018,法国,F16D66,1
3691,2018,法国,G01R19,1
3692,2018,法国,G08G5,1
3693,2018,法国,H01M2,1
3694,2018,法国,H01R11,2
3695,2018,法国,H02H7,1
3696,2018,法国,H02J1,2
3697,2018,法国,H02J13,1
3698,2018,法国,H02K1,2
3699,2018,法国,H02K21,1
3700,2018,法国,H02K9,2
3701,2018,法国,H02P31,2
3702,2018,法国,H04B1,1
3703,2018,波兰,B64C27,4
3704,2018,波兰,B64C29,1
3705,2018,波兰,B64D27,1
3706,2018,泰国,A01C11,1
3708,2018,澳大利亚,B64C27,4
3709,2018,澳大利亚,B64C29,4
3710,2018,澳大利亚,B64C39,2
3711,2018,澳大利亚,F01D1,1
3712,2018,澳大利亚,F02M25,1
3713,2018,澳大利亚,G08G5,1
3714,2018,瑞士,B64C27,2
3715,2018,罗马尼亚,B64C11,1
3716,2018,罗马尼亚,B64C15,1
3717,2018,罗马尼亚,B64C27,2
3718,2018,罗马尼亚,B64C29,1
3719,2018,罗马尼亚,B64C3,1
3720,2018,罗马尼亚,B64C39,2
3722,2018,美国,A47J31,1
3723,2018,美国,A62C3,1
3724,2018,美国,B60L11,1
3725,2018,美国,B60L50,2
3726,2018,美国,B60L53,2
3727,2018,美国,B60L58,1
3728,2018,美国,B60N2,1
3729,2018,美国,B60R16,2
3730,2018,美国,B60T8,1
3731,2018,美国,B60W30,2
3732,2018,美国,B64C1,5
3733,2018,美国,B64C11,6
3734,2018,美国,B64C13,9
3735,2018,美国,B64C19,2
3736,2018,美国,B64C21,1
3737,2018,美国,B64C25,11
3738,2018,美国,B64C27,7
3739,2018,美国,B64C29,20
3740,2018,美国,B64C3,2
3741,2018,美国,B64C39,3
3742,2018,美国,B64D11,3
3743,2018,美国,B64D13,3
3744,2018,美国,B64D15,6
3745,2018,美国,B64D27,34
3746,2018,美国,B64D31,16
3747,2018,美国,B64D33,5
3748,2018,美国,B64D35,4
3749,2018,美国,B64D41,4
3750,2018,美国,B64D45,3
3751,2018,美国,B64D47,1
3752,2018,美国,B64F1,1
3753,2018,美国,B64F5,1
3754,2018,美国,C23F15,1
3755,2018,美国,C30B25,1
3756,2018,美国,F01D25,2
3757,2018,美国,F01D5,1
3758,2018,美国,F01M11,2
3759,2018,美国,F02B37,1
3760,2018,美国,F02B47,1
3761,2018,美国,F02B53,2
3762,2018,美国,F02C3,1
3763,2018,美国,F02C6,3
3764,2018,美国,F02C7,19
3765,2018,美国,F02C9,1
3766,2018,美国,F02K1,1
3767,2018,美国,F04D29,2
3768,2018,美国,F16D48,1
3769,2018,美国,F16D65,1
3770,2018,美国,F25D21,1
3771,2018,美国,G01D5,2
3772,2018,美国,G01R31,4
3773,2018,美国,G01V3,2
3774,2018,美国,G08G5,2
3775,2018,美国,H01B7,2
3776,2018,美国,H01H23,2
3777,2018,美国,H01M8,1
3778,2018,美国,H02G3,2
3779,2018,美国,H02J3,4
3780,2018,美国,H02J4,2
3781,2018,美国,H02J50,1
3782,2018,美国,H02J7,1
3783,2018,美国,H02K1,2
3784,2018,美国,H02K16,1
3785,2018,美国,H02K5,4
3786,2018,美国,H02K53,2
3787,2018,美国,H02K7,1
3788,2018,美国,H02K9,2
3789,2018,美国,H02M7,1
3790,2018,美国,H02N13,1
3791,2018,美国,H02P5,1
3792,2018,美国,H04B3,2
3793,2018,美国,H05B33,1
3794,2018,美国,H05B45,2
3795,2018,美国,H05K7,1
3797,2018,英国,B64C25,3
3798,2018,英国,B64D13,2
3799,2018,英国,B64D27,2
3800,2018,英国,B64D37,1
3801,2018,英国,H02J3,2
3802,2018,英国,H02K1,2
3803,2018,英国,H02K3,2
3804,2018,英国,H02M7,2
3805,2018,英国,H02P9,1
3806,2018,菲律宾,B64C27,1
3807,2018,菲律宾,B64C9,1
3808,2018,菲律宾,G01S19,1
3809,2018,蒙古,B64C29,1
3810,2018,西班牙,B61B13,2
3811,2018,西班牙,B64C29,1
3812,2018,西班牙,B64D27,1
3813,2018,西班牙,B64F1,1
3814,2018,西班牙,F01D25,1
3815,2018,西班牙,H02J7,1
3816,2018,越南,B64C27,1
3817,2018,越南,B64C29,2
3818,2018,越南,B64C39,1
3819,2018,韩国,B60L53,2
3820,2018,韩国,B64C11,1
3821,2018,韩国,B64C13,2
3822,2018,韩国,B64C29,7
3823,2018,韩国,B64D27,1
3824,2018,韩国,B64D43,1
3825,2018,韩国,B64D45,2
3826,2018,韩国,B64F1,2
3827,2018,韩国,F21V33,1
3828,2018,韩国,F25B31,1
3829,2018,韩国,H01R13,1
3832,2019,世界知识产权组织,B23H7,1
3833,2019,世界知识产权组织,B23K9,1
3834,2019,世界知识产权组织,B60L3,1
3835,2019,世界知识产权组织,B60L50,1
3836,2019,世界知识产权组织,B60L58,2
3837,2019,世界知识产权组织,B64C1,1
3838,2019,世界知识产权组织,B64C11,1
3839,2019,世界知识产权组织,B64C21,1
3840,2019,世界知识产权组织,B64C25,2
3841,2019,世界知识产权组织,B64C27,4
3842,2019,世界知识产权组织,B64C29,6
3843,2019,世界知识产权组织,B64C3,1
3844,2019,世界知识产权组织,B64C39,6
3845,2019,世界知识产权组织,B64D15,1
3846,2019,世界知识产权组织,B64D27,18
3847,2019,世界知识产权组织,B64D31,6
3848,2019,世界知识产权组织,B64D33,3
3849,2019,世界知识产权组织,B64D35,1
3850,2019,世界知识产权组织,B64D41,1
3851,2019,世界知识产权组织,B64D43,1
3852,2019,世界知识产权组织,B65G65,1
3853,2019,世界知识产权组织,F01D15,3
3854,2019,世界知识产权组织,F01D25,1
3855,2019,世界知识产权组织,F01D5,1
3856,2019,世界知识产权组织,F02C3,1
3857,2019,世界知识产权组织,F02C7,2
3858,2019,世界知识产权组织,F02K3,2
3859,2019,世界知识产权组织,F02K5,2
3860,2019,世界知识产权组织,F02N11,1
3861,2019,世界知识产权组织,F03G7,1
3862,2019,世界知识产权组织,F04B49,1
3863,2019,世界知识产权组织,F15B13,1
3864,2019,世界知识产权组织,F16D66,1
3865,2019,世界知识产权组织,G01P5,1
3866,2019,世界知识产权组织,G01R31,1
3867,2019,世界知识产权组织,G05B9,1
3868,2019,世界知识产权组织,G05D1,1
3869,2019,世界知识产权组织,G06F1,1
3870,2019,世界知识产权组织,G08G5,2
3871,2019,世界知识产权组织,H01B3,1
3872,2019,世界知识产权组织,H01F6,1
3873,2019,世界知识产权组织,H01L23,1
3874,2019,世界知识产权组织,H02J1,1
3875,2019,世界知识产权组织,H02J9,2
3876,2019,世界知识产权组织,H02K1,5
3877,2019,世界知识产权组织,H02K15,1
3878,2019,世界知识产权组织,H02K21,2
3879,2019,世界知识产权组织,H02K3,3
3880,2019,世界知识产权组织,H02K5,1
3881,2019,世界知识产权组织,H02K55,1
3882,2019,世界知识产权组织,H02P9,1
3883,2019,世界知识产权组织,H04W52,1
3884,2019,世界知识产权组织,H05K7,4
3885,2019,中国,A01G15,1
3886,2019,中国,A01M29,1
3887,2019,中国,A01M7,3
3888,2019,中国,A47L9,1
3889,2019,中国,A61B50,2
3890,2019,中国,A62B7,1
3891,2019,中国,A62C27,2
3892,2019,中国,A62C3,2
3893,2019,中国,A62C31,2
3894,2019,中国,A63F13,1
3895,2019,中国,A63G31,2
3896,2019,中国,A63H27,17
3897,2019,中国,B01J19,1
3898,2019,中国,B01J27,1
3899,2019,中国,B05D3,1
3900,2019,中国,B08B3,2
3901,2019,中国,B21D41,1
3902,2019,中国,B21J15,3
3903,2019,中国,B22F7,1
3904,2019,中国,B23B41,3
3905,2019,中国,B23B45,2
3906,2019,中国,B23D47,1
3907,2019,中国,B23K11,1
3908,2019,中国,B23K3,1
3909,2019,中国,B23Q1,1
3910,2019,中国,B23Q3,2
3911,2019,中国,B24B27,2
3912,2019,中国,B25B27,3
3913,2019,中国,B25H3,3
3914,2019,中国,B25J15,1
3915,2019,中国,B26D1,1
3916,2019,中国,B29C73,1
3917,2019,中国,B32B15,2
3918,2019,中国,B32B27,1
3919,2019,中国,B32B9,4
3920,2019,中国,B60C25,2
3921,2019,中国,B60F5,10
3922,2019,中国,B60L3,1
3923,2019,中国,B60L53,6
3924,2019,中国,B60L58,3
3925,2019,中国,B60R16,2
3926,2019,中国,B60S5,1
3927,2019,中国,B60T7,2
3928,2019,中国,B60V3,1
3929,2019,中国,B61C3,1
3930,2019,中国,B62B3,2
3931,2019,中国,B63B22,1
3932,2019,中国,B63B34,2
3933,2019,中国,B63H19,2
3934,2019,中国,B63H5,1
3935,2019,中国,B64B1,3
3936,2019,中国,B64C1,15
3937,2019,中国,B64C11,9
3938,2019,中国,B64C13,10
3939,2019,中国,B64C15,1
3940,2019,中国,B64C17,1
3941,2019,中国,B64C19,1
3942,2019,中国,B64C21,1
3943,2019,中国,B64C25,21
3944,2019,中国,B64C27,35
3945,2019,中国,B64C29,4
3946,2019,中国,B64C3,7
3947,2019,中国,B64C30,1
3948,2019,中国,B64C31,2
3949,2019,中国,B64C33,10
3950,2019,中国,B64C39,13
3951,2019,中国,B64C5,1
3952,2019,中国,B64C9,3
3953,2019,中国,B64D1,6
3954,2019,中国,B64D11,4
3955,2019,中国,B64D13,8
3956,2019,中国,B64D15,14
3957,2019,中国,B64D25,3
3958,2019,中国,B64D27,62
3959,2019,中国,B64D29,2
3960,2019,中国,B64D31,4
3961,2019,中国,B64D33,8
3962,2019,中国,B64D35,2
3963,2019,中国,B64D37,7
3964,2019,中国,B64D41,3
3965,2019,中国,B64D45,5
3966,2019,中国,B64D47,13
3967,2019,中国,B64D5,1
3968,2019,中国,B64D9,2
3969,2019,中国,B64F1,28
3970,2019,中国,B64F3,2
3971,2019,中国,B64F5,39
3972,2019,中国,B64G1,11
3973,2019,中国,B64G4,1
3974,2019,中国,B64U10,1
3975,2019,中国,B64U50,1
3976,2019,中国,B65B63,1
3977,2019,中国,B65D25,1
3978,2019,中国,B66C1,2
3979,2019,中国,B66F11,3
3980,2019,中国,B66F19,2
3981,2019,中国,B66F3,1
3982,2019,中国,B66F7,3
3983,2019,中国,B68G7,1
3984,2019,中国,C02F1,1
3985,2019,中国,C04B28,1
3986,2019,中国,C04B35,4
3987,2019,中国,C06D3,2
3988,2019,中国,C07F7,1
3989,2019,中国,C08G73,1
3990,2019,中国,C08L21,1
3991,2019,中国,C10J3,2
3992,2019,中国,C22C21,1
3993,2019,中国,C22F3,2
3994,2019,中国,E01D15,1
3995,2019,中国,E05B65,2
3996,2019,中国,E05F15,1
3997,2019,中国,F01D15,9
3998,2019,中国,F01D25,2
3999,2019,中国,F01D5,2
4000,2019,中国,F02B37,2
4001,2019,中国,F02B75,1
4002,2019,中国,F02C3,3
4003,2019,中国,F02C6,2
4004,2019,中国,F02C7,4
4005,2019,中国,F02K3,5
4006,2019,中国,F02K5,3
4007,2019,中国,F02K9,3
4008,2019,中国,F02M65,1
4009,2019,中国,F02P5,2
4010,2019,中国,F03B1,2
4011,2019,中国,F03B13,4
4012,2019,中国,F03D9,2
4013,2019,中国,F03H1,2
4014,2019,中国,F04B49,1
4015,2019,中国,F04B51,1
4016,2019,中国,F04D25,1
4017,2019,中国,F04D29,1
4018,2019,中国,F15B1,2
4019,2019,中国,F15B11,2
4020,2019,中国,F15B19,1
4021,2019,中国,F15B21,1
4022,2019,中国,F16B1,1
4023,2019,中国,F16D51,1
4024,2019,中国,F16D66,2
4025,2019,中国,F16K31,3
4026,2019,中国,F21S41,1
4027,2019,中国,F21S8,3
4028,2019,中国,F41H11,2
4029,2019,中国,F41H3,1
4030,2019,中国,F42B12,1
4031,2019,中国,F42B15,3
4032,2019,中国,G01C19,2
4033,2019,中国,G01C25,3
4034,2019,中国,G01C9,1
4035,2019,中国,G01D21,1
4036,2019,中国,G01J5,1
4037,2019,中国,G01K13,1
4038,2019,中国,G01K7,1
4039,2019,中国,G01M10,1
4040,2019,中国,G01M13,5
4041,2019,中国,G01M15,1
4042,2019,中国,G01M3,5
4043,2019,中国,G01M9,4
4044,2019,中国,G01M99,4
4045,2019,中国,G01N1,1
4046,2019,中国,G01N15,1
4047,2019,中国,G01N21,1
4048,2019,中国,G01N22,1
4049,2019,中国,G01N29,1
4050,2019,中国,G01N3,2
4051,2019,中国,G01N33,1
4052,2019,中国,G01R11,1
4053,2019,中国,G01R31,12
4054,2019,中国,G01S19,1
4055,2019,中国,G01S7,3
4056,2019,中国,G02F1,1
4057,2019,中国,G03B15,1
4058,2019,中国,G03B17,1
4059,2019,中国,G05B19,1
4060,2019,中国,G05B23,1
4061,2019,中国,G05B9,2
4062,2019,中国,G05D1,7
4063,2019,中国,G05D23,2
4064,2019,中国,G06F17,2
4065,2019,中国,G06F21,1
4066,2019,中国,G06F30,4
4067,2019,中国,G08G5,2
4068,2019,中国,G09B25,1
4069,2019,中国,G09B9,7
4070,2019,中国,G09F13,1
4071,2019,中国,G09F7,1
4072,2019,中国,H01H45,1
4073,2019,中国,H01L29,2
4074,2019,中国,H01M10,4
4075,2019,中国,H01M2,2
4076,2019,中国,H01Q1,4
4077,2019,中国,H01R13,7
4078,2019,中国,H01R31,1
4079,2019,中国,H01R4,1
4080,2019,中国,H01R43,2
4081,2019,中国,H02G1,2
4082,2019,中国,H02G7,1
4083,2019,中国,H02H5,1
4084,2019,中国,H02H9,1
4085,2019,中国,H02J1,1
4086,2019,中国,H02J3,6
4087,2019,中国,H02J4,1
4088,2019,中国,H02J7,1
4089,2019,中国,H02J9,2
4090,2019,中国,H02K1,6
4091,2019,中国,H02K15,1
4092,2019,中国,H02K21,4
4093,2019,中国,H02K3,1
4094,2019,中国,H02K37,1
4095,2019,中国,H02K5,3
4096,2019,中国,H02K55,1
4097,2019,中国,H02K9,5
4098,2019,中国,H02N11,1
4099,2019,中国,H02N3,1
4100,2019,中国,H02P1,1
4101,2019,中国,H02P21,2
4102,2019,中国,H02P29,1
4103,2019,中国,H02P9,2
4104,2019,中国,H04B17,4
4105,2019,中国,H04R1,4
4106,2019,中国,H05B3,1
4107,2019,中国,H05H1,1
4108,2019,中国,H05K7,2
4109,2019,中国台湾,B64F3,1
4110,2019,中国台湾,H02P101,1
4111,2019,乌克兰,B64C13,1
4112,2019,乌克兰,B64C19,1
4113,2019,乌克兰,B64C25,1
4114,2019,乌克兰,B64C39,1
4115,2019,乌克兰,F16B19,1
4116,2019,亚美尼亚,B64C39,1
4117,2019,亚美尼亚,F41H11,1
4118,2019,以色列,H02K21,2
4120,2019,俄罗斯,A01G15,1
4121,2019,俄罗斯,A01M29,1
4122,2019,俄罗斯,A63H27,1
4123,2019,俄罗斯,B08B15,1
4124,2019,俄罗斯,B32B3,1
4125,2019,俄罗斯,B60B25,1
4126,2019,俄罗斯,B60V3,1
4127,2019,俄罗斯,B61B13,2
4128,2019,俄罗斯,B61K11,1
4129,2019,俄罗斯,B64B1,2
4130,2019,俄罗斯,B64C1,3
4131,2019,俄罗斯,B64C13,4
4132,2019,俄罗斯,B64C15,1
4133,2019,俄罗斯,B64C27,5
4134,2019,俄罗斯,B64C29,10
4135,2019,俄罗斯,B64C33,1
4136,2019,俄罗斯,B64C39,5
4137,2019,俄罗斯,B64D1,1
4138,2019,俄罗斯,B64D13,1
4139,2019,俄罗斯,B64D15,2
4140,2019,俄罗斯,B64D27,5
4141,2019,俄罗斯,B64D31,1
4142,2019,俄罗斯,B64D37,2
4143,2019,俄罗斯,B64D41,1
4144,2019,俄罗斯,B64D47,1
4145,2019,俄罗斯,B64F1,5
4146,2019,俄罗斯,B64F3,1
4147,2019,俄罗斯,B64F5,1
4148,2019,俄罗斯,B65D85,1
4149,2019,俄罗斯,C23C10,1
4150,2019,俄罗斯,C23C14,2
4151,2019,俄罗斯,C25F3,1
4152,2019,俄罗斯,F01D7,1
4153,2019,俄罗斯,F02B75,1
4154,2019,俄罗斯,F02C7,1
4155,2019,俄罗斯,F02C9,1
4156,2019,俄罗斯,F02K1,1
